URL,Title,Visit Time,Visit Count,Visited From,Web Browser,User Profile,Browser Profile
https://www.facebook.com/connect/ping?client_id=80401312489&domain=www.cnn.com&origin=1&redirect_uri=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2F7r8gQb8MIqE.js%3Fversion%3D41%23cb%3Df39abf3a14d9f54%26domain%3Dwww.cnn.com%26origin%3Dhttp%253A%252F%252Fwww.cnn.com%252Ff15803967d0c475%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,12/8/2014 7:54:35 PM,1,,Internet Explorer 10,Student,
https://www.facebook.com/connect/ping?client_id=80401312489&domain=www.cnn.com&origin=1&redirect_uri=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2F7r8gQb8MIqE.js%3Fversion%3D41%23cb%3Df301be6360dbcc4%26domain%3Dwww.cnn.com%26origin%3Dhttp%253A%252F%252Fwww.cnn.com%252Ff8d4e5ad6f6f%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,12/8/2014 7:54:51 PM,1,,Internet Explorer 10,Student,
https://www.facebook.com/connect/ping?client_id=80401312489&domain=www.cnn.com&origin=1&redirect_uri=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2F7r8gQb8MIqE.js%3Fversion%3D41%23cb%3Df8558e05867cc%26domain%3Dwww.cnn.com%26origin%3Dhttp%253A%252F%252Fwww.cnn.com%252Ff16c665cd99455a%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,12/8/2014 7:54:55 PM,1,,Internet Explorer 10,Student,
https://www.facebook.com/connect/ping?client_id=80401312489&domain=www.cnn.com&origin=1&redirect_uri=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2F7r8gQb8MIqE.js%3Fversion%3D41%23cb%3Dfeeeb1cf763785%26domain%3Dwww.cnn.com%26origin%3Dhttp%253A%252F%252Fwww.cnn.com%252Ff15803967d0c475%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,12/8/2014 7:54:35 PM,1,,Internet Explorer 10,Student,
https://www.facebook.com/connect/ping?client_id=80401312489&domain=www.cnn.com&origin=1&redirect_uri=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2F7r8gQb8MIqE.js%3Fversion%3D41%23cb%3Df308c9adab5b34c%26domain%3Dwww.cnn.com%26origin%3Dhttp%253A%252F%252Fwww.cnn.com%252Ff8d4e5ad6f6f%26relation%3Dparent&response_type=token%2Csigned_request%2Ccode&sdk=joey,,12/8/2014 7:54:51 PM,1,,Internet Explorer 10,Student,
https://www.nsa.gov/public_info/speeches_testimonies/index.shtml,"Statements, Speeches, and Testimonies - NSA/CSS",12/8/2014 8:09:19 PM,1,https://www.nsa.gov/public_info/press_room/2013/30_August_2013.shtml,Firefox,Student,6g3svqjn.default
http://google.com/,,12/8/2014 7:48:21 PM,1,,Internet Explorer 10,Student,
https://www.nsa.gov/public_info/press_room/2013/30_August_2013.shtml,2013 Press Release - Press Statement on 30 August 2013,12/8/2014 8:09:17 PM,1,https://www.nsa.gov/,Firefox,Student,6g3svqjn.default
http://svcs.cnn.com/weather/getForecast?time=24&mode=json_html&zipCode=30303&locCode=&celcius=false&csiID=csi2,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
https://www.nsa.gov/,Welcome to the National Security Agency - NSA/CSS,12/8/2014 8:09:15 PM,1,,Firefox,Student,6g3svqjn.default
https://www.google.com/?gws_rd=ssl#q=nsa,nsa - Google Search,12/8/2014 8:09:12 PM,1,,Firefox,Student,6g3svqjn.default
https://ad.doubleclick.net/adi/N4917.284566.THETRADEDESK/B8337419.112624358;sz=728x90;click0=http://insight.adsrvr.org/track/clk?imp=a2351ef8-5ae2-4ebc-a702-fe5bb1539939&ag=jg38tzl&crid=9lufrpx6&fq=1&td_s=www.cnn.com&rcats=y29&mcat=&mste=cnn.com&mfld=3&mssi=ukknadmy&mfsi=fy4fv1r&sv=google&uhow=43&agsa=0x449EB5C1&rgco=United%20States&rgre=New%20York&rgme=538&rgci=Rochester&dt=PC&osf=Windows&os=Windows7&br=InternetExplorer11&svpid=3353&rlangs=en&mlang=&did=&dur=&crrelr=&r=http://adclick.g.doubleclick.net/aclk%3Fsa%3Dl%26ai%3DCsohrXEiGVIjTB8jJfMGagIgO5v6_sgT2_o-OV8CNtwEQASAAYMmmsYvApOwQggEXY2EtcHViLTc0MzkyODEzMTEwODYxNDCgAdqG8-gDyAEJ4AIAqAMBmAQAqgTQAU_QUm2d98EOOAoXjOGpI1FCDIZ4VdpV8DVsoJJVYJ1U4n0YDEe4h-oFBQ6VhwhDXzu5oSgWTztVdAw9F32xHJNR2SslhFI1bwDdZS4GKwYsc-Q_LB1-PO3eNx3DFbg0I2Uyi2O2Tlw8qraGWBSDbVPuPhr7yQ7_UgQEavw7Cc7l57kltoUXdjlbCnpy613VYZfSgB7G2FaqkiyABq989tq8l1ZWKQgv3yNfUjcFlNjnxNHWU6MvpCGqUmaim51-eRDdJlG0N1S9Q3oT7tJKJ5zgBAGABtPtnZStoIf_vgGgBiE%26num%3D1%26sig%3DAOD64_0jKTuWv3qcHsEpGbqk_ZeFv-UF7Q%26client%3Dca-pub-7439281311086140%26adurl%3D;ord=125965?,,12/8/2014 7:54:54 PM,1,,Internet Explorer 10,Student,
https://ad.doubleclick.net/adi/N4917.284566.THETRADEDESK/B8337419.112624358;sz=728x90;click0=http://insight.adsrvr.org/track/clk?imp=621693db-249c-49d1-9e31-7a38ad04ba45&ag=jg38tzl&crid=9lufrpx6&fq=0&td_s=www.cnn.com&rcats=y29&mcat=&mste=cnn.com&mfld=3&mssi=ukknadmy&mfsi=fy4fv1r&sv=google&uhow=43&agsa=0x449EB5C1&rgco=United%20States&rgre=New%20York&rgme=538&rgci=Rochester&dt=PC&osf=Windows&os=Windows7&br=InternetExplorer11&svpid=3353&rlangs=en&mlang=&did=&dur=&crrelr=&r=http://adclick.g.doubleclick.net/aclk%3Fsa%3Dl%26ai%3DCC9pTT0iGVI2jAc3d0AGRxICoC-b-v7IE9v6PjlfAjbcBEAEgAGDJprGLwKTsEIIBF2NhLXB1Yi03NDM5MjgxMzExMDg2MTQwoAHahvPoA8gBCeACAKgDAZgEAKoE0AFP0HUht9ZWyfOjQMe9P8K61Xk8Qb3OjiL171x__nhNjRiggPLHC019kjsG6Cf5h37xSbzpqVZQBUZakp8Na9AK2_RWiFQ38QCwTQ_SMz_s2h7n3YJNJ3BQrtqvh4BHG2RbsQP-nnWqSMQ51uWdBXGJhdnz7zQk0oUh5vgZTg_OH7YhaFET36o_u3y9iGW1T5RFHdoXfbMVlJHZOgoPIqKGkdAnf3SR9agmMV7AcyvfxuwniLEg_dvLzjSGx3-x0cYEh8kfYzkuEkUwcOnA3ZvB4AQBgAbT7Z2UraCH_74BoAYh%26num%3D1%26sig%3DAOD64_2_Ff_kreLKPdKLY__H9ArBw-4ebw%26client%3Dca-pub-7439281311086140%26adurl%3D;ord=596205?,,12/8/2014 7:54:41 PM,1,,Internet Explorer 10,Student,
https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=11&ct=1418087190&rver=6.0.5286.0&wp=MBI&wreply=https:%2F%2fssl.bing.com%2Fsecure%2FPassport.aspx%3Fpopup%3D1&lc=1033&id=264960&checkda=1,,12/8/2014 8:06:35 PM,1,,Internet Explorer 10,Student,
https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=11&ct=1418087208&rver=6.0.5286.0&wp=MBI&wreply=https:%2F%2fssl.bing.com%2Fsecure%2FPassport.aspx%3Fpopup%3D1&lc=1033&id=264960&checkda=1,,12/8/2014 8:06:53 PM,1,,Internet Explorer 10,Student,
http://www.dell.com/learn/us/en/6099/campaigns/segmentor-usmpp?c=us&l=en&s=eep&cs=6099&redirect=1,Dell Member Purchase & Employee Discount Program (MPP) | Dell,12/8/2014 8:08:30 PM,1,http://www.dell.com/content/segmenter.aspx?c=us&l=en&s=eep&cs=6099,Firefox,Student,6g3svqjn.default
http://www.dell.com/content/segmenter.aspx?c=us&l=en&s=eep&cs=6099,,12/8/2014 8:08:29 PM,1,http://www.dell.com/content/topics/segtopic.aspx/dpa_payment_options?c=us&cs=6099&l=en&s=eep,Firefox,Student,6g3svqjn.default
http://www.dell.com/content/topics/segtopic.aspx/dpa_payment_options?c=us&cs=6099&l=en&s=eep,,12/8/2014 8:08:29 PM,1,"http://www.dell.com/content/public/xdbredirect.aspx?link=topics/segtopic,dpa_payment_options",Firefox,Student,6g3svqjn.default
"http://www.dell.com/content/public/xdbredirect.aspx?link=topics/segtopic,dpa_payment_options",,12/8/2014 8:08:28 PM,1,http://www.dell.com/learn/us/en/6099/campaigns/system-mechanic-us?ref=lb1,Firefox,Student,6g3svqjn.default
http://cdn.tacoda.at.atwola.com/an/qseg.html,,12/8/2014 7:54:46 PM,1,,Internet Explorer 10,Student,
http://www.dell.com/learn/us/en/6099/campaigns/system-mechanic-us?ref=lb1,System Mechanic | Dell,12/8/2014 8:08:25 PM,1,http://www.dell.com/,Firefox,Student,6g3svqjn.default
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=728x90_bot&cnn_rollup=homepage&params.styles=fs&page.allowcompete=no&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808141&domId=f72763bd1282af92&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:58 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=1x1_mid&cnn_rollup=homepage&cnn_section=interzone&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808141&domId=691428c40a9e49e6&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:57 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=336x280_rgt&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=7c6f9c4734888d82&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=970x66_top&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=d97c4153a894874c&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x100_bot3&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808145&domId=ab0a19c24ee30e45&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=970x66_top&cnn_rollup=homepage&page.allowcompete=yes&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808145&domId=48df790ef051ce72&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:57 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=230_adlinks&cnn_rollup=us&params.styles=fs&page.allowcompete=no&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=3869be6c5a6edd9a&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=interactive&cnn_position=728x90_top&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=761745314176192&tile=8327846808141&domId=container,,12/8/2014 7:54:47 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x50_spon1&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808141&domId=3ba9728dd75a6f0e&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=bst&cnn_position=728x90_top&cnn_rollup=us&cnn_section=heroes&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180865022679833655109780&tile=1871056808141&domId=9d46ea1f3b3d43f7&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:55:01 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=970x66_top&cnn_rollup=homepage&page.allowcompete=yes&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808145&domId=48df790ef051ce72&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x250_rgt&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808145&domId=9c86913b431b114f&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=1x1_bot&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808141&domId=6310e5bc3ba9cc0f&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:58 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x100_bot1&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808145&domId=b6cf031cab9223e0&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=126x31_spon5&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=a66a7fe12a42b808&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x100_spon1&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808141&domId=ba838ffc0756835b&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=728x90_bot&cnn_rollup=homepage&params.styles=fs&page.allowcompete=no&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808141&domId=f72763bd1282af92&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=126x31_spon2&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=1d95ad9de308accd&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x250_rgt&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808145&domId=9c86913b431b114f&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:57 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=126x31_spon4&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=34c77494f12fc864&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:43 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=bst&cnn_position=728x90_top&cnn_rollup=world&cnn_section=cnn_photos&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864806998757609643854&tile=4210846808141&domId=0c16be58e01c3994&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:40 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x100_spon1&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808141&domId=ba838ffc0756835b&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:57 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=bst&cnn_position=728x90_top&cnn_rollup=world&cnn_section=cnn_photos&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=1418086494209079795659135&tile=5553946808141&domId=0c16be58e01c3994&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:53 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_rollup=world&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864842744332253330624&tile=9063846808141&domId=875ff6d9b124f504&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:44 PM,1,,Internet Explorer 10,Student,
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x250_rgt2&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864983791275396419206&tile=5377946808145&domId=977b69f1d2ca7a72&kxid=o3swu6eu4&kxseg=,,12/8/2014 7:54:57 PM,1,,Internet Explorer 10,Student,
http://www.dell.com/,Dell Official Site - The Power To Do More | Dell,12/8/2014 8:08:18 PM,1,,Firefox,Student,6g3svqjn.default
http://ads.cnn.com/html.ng/site=cnn&cnn_pagetype=main&cnn_position=300x250_rgt2&cnn_rollup=homepage&page.allowcompete=no&params.styles=fs&Params.User.UserID=5486484304ce9b0a3c73c53c47049dba&transactionID=14180864692752242334067842&tile=8149646808145&domId=977b69f1d2ca7a72&kxid=&kxseg=,,12/8/2014 7:54:30 PM,1,,Internet Explorer 10,Student,
http://windows.microsoft.com/en-us/windows-8/windows-pcs,Windows PCs and Tablets - Microsoft Windows,12/8/2014 8:08:01 PM,1,http://windows.microsoft.com/en-us/windows-8/apps#Cat=t0,Firefox,Student,6g3svqjn.default
http://windows.microsoft.com/en-us/windows-8/apps#Cat=t0,Apps for Windows - Microsoft Windows,12/8/2014 8:07:59 PM,1,,Firefox,Student,6g3svqjn.default
http://windows.microsoft.com/en-us/windows-8/apps,Apps for Windows - Microsoft Windows,12/8/2014 8:07:58 PM,1,http://windows.microsoft.com/en-us/windows/home,Firefox,Student,6g3svqjn.default
http://windows.microsoft.com/en-us/windows/home,Windows - Microsoft Windows,12/8/2014 8:07:55 PM,1,http://windows.microsoft.com/,Firefox,Student,6g3svqjn.default
http://google.rit.edu/,Google Apps at RIT,12/8/2014 7:48:38 PM,1,,Chrome,Student,Default
